accession	protein_name	sequence_length	header_line	genbank_id	genbank_link	subfamily	phenotype	natural_or_acquired
AEL88240	TEM-190	286	AEL88240.1 tem-190 beta lactamase [Escherichia coli]	JN416112	http://www.ncbi.nlm.nih.gov/nuccore/JN416112?from=1&to=861			A
APY23677	TEM-191	286	APY23677.1 class A beta-lactamase TEM-191 [Acinetobacter baumannii]	KY432484	http://www.ncbi.nlm.nih.gov/nuccore/KY432484?from=1&to=861		?	A
AFC75523	TEM-193	286	AFC75523.1 beta-lactamase TEM 193 [Acinetobacter baumannii]	JN935135	http://www.ncbi.nlm.nih.gov/nuccore/JN935135?from=1&to=861			A
AFC75524	TEM-194	286	AFC75524.1 beta-lactamase TEM 194 [Acinetobacter baumannii]	JN935136	http://www.ncbi.nlm.nih.gov/nuccore/JN935136?from=1&to=861			A
AFC75525	TEM-195	286	AFC75525.1 beta-lactamase TEM 195 [Acinetobacter baumannii]	JN935137	http://www.ncbi.nlm.nih.gov/nuccore/JN935137?from=1&to=861			A
AFE48832	TEM-196	286	AFE48832.1 TEM 196 (plasmid) [Shigella sonnei]	JQ034306	http://www.ncbi.nlm.nih.gov/nuccore/JQ034306?from=1&to=861			A
AEK48085	TEM-197	286	AEK48085.1 extended-spectrum beta-lactamase TEM-197 [Klebsiella pneumoniae]	HQ877606	http://www.ncbi.nlm.nih.gov/nuccore/HQ877606?from=1&to=861		2be	A
BAL68178	TEM-198	286	BAL68178.1 beta-lactamase TEM-198 [Klebsiella pneumoniae]	AB700703	http://www.ncbi.nlm.nih.gov/nuccore/AB700703?from=162&to=1022		?	A
AFS44742	TEM-201	286	AFS44742.1 beta-lactamase (plasmid) [Escherichia coli]	JX310327	http://www.ncbi.nlm.nih.gov/nuccore/JX310327?from=1&to=861		?	A
ALJ78859	TEM-204	286	ALJ78859.1 class A beta-lactamase TEM-204 [Proteus mirabilis]	KR703576	http://www.ncbi.nlm.nih.gov/nuccore/KR703576?from=1&to=861		2be	A
AGZ20205	TEM-205	286	AGZ20205.1 beta-lactamase TEM205, partial [Pseudomonas aeruginosa]	KC900516	http://www.ncbi.nlm.nih.gov/nuccore/KC900516?from=1&to=858			A
AGK82336	TEM-206	286	AGK82336.1 beta-lactamase (plasmid) [Escherichia coli]	KC783461	http://www.ncbi.nlm.nih.gov/nuccore/KC783461?from=1&to=861		2b	A
AAG45415	TEM-207	286	AAG45415.1 TEM-derived extended spectrum beta-lactamase (plasmid) [Escherichia coli]	AF308742	http://www.ncbi.nlm.nih.gov/nuccore/AF308742?from=1&to=861		2be	A
AGL39384	TEM-208	286	AGL39384.1 beta-lactamase TEM-208 [Escherichia coli]	KC865667	http://www.ncbi.nlm.nih.gov/nuccore/KC865667?from=184&to=1044			A
AGW25367	TEM-209	286	AGW25367.1 beta-lactamase TEM-209 [Klebsiella pneumoniae]	KF240808	http://www.ncbi.nlm.nih.gov/nuccore/KF240808?from=1&to=861			A
AIF78090	TEM-210	286	AIF78090.1 Beta-lactamase, TEM-210 (plasmid) [Escherichia coli]	KJ484630	http://www.ncbi.nlm.nih.gov/nuccore/KJ484630?from=77865&to=78725&strand=2			A
AHA80960	TEM-211	286	AHA80960.1 extended spectrum beta-lactamase TEM-211 [Proteus mirabilis]	KF513179	http://www.ncbi.nlm.nih.gov/nuccore/KF513179?from=1&to=861		2be	A
AHA49909	TEM-212	286	AHA49909.1 beta-lactamase TEM-212, partial [Providencia stuartii]	KF481968	http://www.ncbi.nlm.nih.gov/nuccore/KF481968?from=1&to=858			A
OCN67279	TEM-213	286	OCN67279.1 class A beta-lactamase [Klebsiella pneumoniae subsp. pneumoniae]	LJEE02000034	http://www.ncbi.nlm.nih.gov/nuccore/LJEE02000034?from=2166&to=3026&strand=2			A
AJO16044	TEM-214	286	AJO16044.1 class A beta-lactamase blaTEM-214 [Escherichia coli]	KP050491	http://www.ncbi.nlm.nih.gov/nuccore/KP050491?from=1&to=861			A
AJO16045	TEM-215	286	AJO16045.1 class A beta-lactamase blaTEM-215 [Escherichia coli]	KP050492	http://www.ncbi.nlm.nih.gov/nuccore/KP050492?from=1&to=861			A
AHJ78622	TEM-216	286	AHJ78622.1 beta-lacatamase TEM-216 [Escherichia coli]	KF944358	http://www.ncbi.nlm.nih.gov/nuccore/KF944358?from=1&to=861			A
CDN33426	TEM-217	286	CDN33426.1 class A beta-lactamase [Enterobacter cloacae]	HG934763	http://www.ncbi.nlm.nih.gov/nuccore/HG934763?from=1&to=861			A
AIS39742	TEM-219	286	AIS39742.1 beta-lactamase TEM-219 [Escherichia coli]	KM114268	http://www.ncbi.nlm.nih.gov/nuccore/KM114268?from=1&to=861			A
AIW68620	TEM-220	286	AIW68620.1 beta-lactamase TEM-220, partial [Neisseria gonorrhoeae]	KM998962	http://www.ncbi.nlm.nih.gov/nuccore/KM998962?from=1&to=861			A
AMD11804	TEM-224	286	AMD11804.1 class A beta-lactamase TEM-224 [Klebsiella pneumoniae]	KU664545	http://www.ncbi.nlm.nih.gov/nuccore/KU664545?from=1&to=861			A
APT67991	TEM-225	286	APT67991.1 class A beta-lactamase TEM-225 [Escherichia coli]	KY432403	http://www.ncbi.nlm.nih.gov/nuccore/KY432403?from=1&to=861			A
AQT03459	TEM-226	286	AQT03459.1 class A beta-lactamase TEM-226 [Escherichia coli]	KY646301	http://www.ncbi.nlm.nih.gov/nuccore/KY646301?from=1&to=861			A
AQX83499	TEM-227	286	AQX83499.1 class A beta-lactamase TEM-227 [Escherichia coli]	KY418040	http://www.ncbi.nlm.nih.gov/nuccore/KY418040?from=1&to=861			A
ARF19528	TEM-228	286	ARF19528.1 class A beta-lactamase TEM-228, partial [Neisseria gonorrhoeae]	KY851075	http://www.ncbi.nlm.nih.gov/nuccore/KY851075?from=1&to=858			A
AUS83547	TEM-229	286	AUS83547.1 class A beta-lactamase TEM-229 [Acinetobacter haemolyticus]	MG821356	http://www.ncbi.nlm.nih.gov/nuccore/MG821356?from=1&to=861			A
AUT06962	TEM-230	286	AUT06962.1 class A beta-lactamase TEM-230 [Escherichia coli]	MG821377	http://www.ncbi.nlm.nih.gov/nuccore/MG821377?from=1&to=861			A
AUT06963	TEM-231	286	AUT06963.1 class A beta-lactamase TEM-231 [Escherichia coli]	MG821378	http://www.ncbi.nlm.nih.gov/nuccore/MG821378?from=1&to=861			A
AVP73880	TEM-232	286	AVP73880.1 class A beta-lactamase TEM-232 [Klebsiella pneumoniae]	MH079593	http://www.ncbi.nlm.nih.gov/nuccore/MH079593?from=1&to=861			A
AWH90786	TEM-233	286	AWH90786.1 class A beta-lactamase TEM-233 [Escherichia coli]	MH270416	http://www.ncbi.nlm.nih.gov/nuccore/MH270416?from=1&to=861			A
AWI33307	TEM-234	286	AWI33307.1 class A beta-lactamase TEM-234 [Pseudomonas aeruginosa]	MH243353	http://www.ncbi.nlm.nih.gov/nuccore/MH243353?from=1&to=861			A
ACT97652	TEM-235	286	ACT97652.1 TEM-168 beta-lactamase [mixed culture bacterium PE_gF3SD01_32]	GQ343167	http://www.ncbi.nlm.nih.gov/nuccore/GQ343167?from=21&to=881&strand=2			A
AXL10707	TEM-236	286	AXL10707.1 class A extended-spectrum beta-lactamase TEM-236 (plasmid) [Escherichia coli]	MH133325	http://www.ncbi.nlm.nih.gov/nuccore/MH133325?from=1&to=861			A
ADN79098	TEM-237	286	ADN79098.1 beta-lactamase TEM (plasmid) [Enterobacter cloacae]	GQ983341	http://www.ncbi.nlm.nih.gov/nuccore/GQ983341?from=1&to=861			A
AYR04769	TEM-238	286	AYR04769.1 class A beta-lactamase TEM-238 [Escherichia coli]	MK125014	http://www.ncbi.nlm.nih.gov/nuccore/MK125014?from=1&to=861			A
MBG9969038	TEM-239	287	MBG9969038.1 TEM family class A beta-lactamase [Neisseria gonorrhoeae]	JADWTR010000065	http://www.ncbi.nlm.nih.gov/nuccore/JADWTR010000065?from=3399&to=4262			A
QBG79064	TEM-240	286	QBG79064.1 class A beta-lactamase TEM-240 [Klebsiella variicola]	MK529911	http://www.ncbi.nlm.nih.gov/nuccore/MK529911?from=1&to=861			A
QDC28520	TEM-241	286	QDC28520.1 class A beta-lactamase TEM-241 [Pseudomonas aeruginosa]	MN065797	http://www.ncbi.nlm.nih.gov/nuccore/MN065797?from=1&to=861			A
QDY98370	TEM-242	286	QDY98370.1 class A beta-lactamase TEM-242 [Providencia stuartii]	MN219693	http://www.ncbi.nlm.nih.gov/nuccore/MN219693?from=1&to=861			A
QPG87090	TEM-243	286	QPG87090.1 class A beta-lactamase TEM-243 (plasmid) [Escherichia coli]	MW261527	http://www.ncbi.nlm.nih.gov/nuccore/MW261527?from=1&to=861			A
QWY17601	TEM-244	286	QWY17601.1 class A beta-lactamase TEM-244 (plasmid) [Escherichia coli]	MZ026156	http://www.ncbi.nlm.nih.gov/nuccore/MZ026156?from=1&to=861			A
ULU82600	TEM-245	286	ULU82600.1 class A beta-lactamase TEM-245 [Neisseria gonorrhoeae]	OM617737	http://www.ncbi.nlm.nih.gov/nuccore/OM617737?from=1&to=861			A
ULU82601	TEM-246	286	ULU82601.1 class A beta-lactamase TEM-246 [Neisseria gonorrhoeae]	OM617738	http://www.ncbi.nlm.nih.gov/nuccore/OM617738?from=1&to=861			A
UTS94241	TEM-247	286	UTS94241.1 class A beta-lactamase TEM-247 [Pseudomonas alloputida]	ON651488	http://www.ncbi.nlm.nih.gov/nuccore/ON651488?from=1&to=861			A
UUT29265	TEM-248	286	UUT29265.1 class A beta-lactamase TEM-248 [Escherichia coli]	OP142511	http://www.ncbi.nlm.nih.gov/nuccore/OP142511?from=1&to=861			A
UUT29266	TEM-249	286	UUT29266.1 class A beta-lactamase TEM-249 [Escherichia coli]	OP142512	http://www.ncbi.nlm.nih.gov/nuccore/OP142512?from=1&to=861			A
WEG44935	TEM-250	286	WEG44935.1 class A beta-lactamase TEM-250 [Klebsiella oxytoca]	OQ592371	http://www.ncbi.nlm.nih.gov/nuccore/OQ592371?from=1&to=861			A
MBY8666561	TEM-251	286	MBY8666561.1 TEM family class A beta-lactamase [Escherichia coli]	JAINSE010000048	http://www.ncbi.nlm.nih.gov/nuccore/JAINSE010000048?from=183&to=1043			A
XCA96001	TEM-252	286	XCA96001.1 class A beta-lactamase TEM-252 [Escherichia coli]	PP933208	http://www.ncbi.nlm.nih.gov/nuccore/PP933208?from=1&to=861			A
XDB68957	TEM-253	286	XDB68957.1 class A beta-lactamase TEM-253 [Escherichia coli]	PQ037599	http://www.ncbi.nlm.nih.gov/nuccore/PQ037599?from=1&to=861			A
XDB68958	TEM-254	286	XDB68958.1 class A beta-lactamase TEM-254 [Escherichia coli]	PQ037600	http://www.ncbi.nlm.nih.gov/nuccore/PQ037600?from=1&to=861			A
XGD00489	TEM-255	286	XGD00489.1 class A beta-lactamase TEM-255 [Klebsiella pneumoniae]	PQ284151	http://www.ncbi.nlm.nih.gov/nuccore/PQ284151?from=550&to=1410&strand=2			A
XGD00490	TEM-256	286	XGD00490.1 class A beta-lactamase TEM-256 [Klebsiella pneumoniae]	PQ284152	http://www.ncbi.nlm.nih.gov/nuccore/PQ284152?from=701&to=1561			A
XGD00491	TEM-257	286	XGD00491.1 class A beta-lactamase TEM-257 [Klebsiella pneumoniae]	PQ284153	http://www.ncbi.nlm.nih.gov/nuccore/PQ284153?from=1&to=861			A
XHJ89682	TEM-258	286	XHJ89682.1 class A beta-lactamase TEM-258 [Enterobacter cloacae subsp. cloacae]	PQ362078	http://www.ncbi.nlm.nih.gov/nuccore/PQ362078?from=1&to=861			A
XOU30649	TEM-259	286	XOU30649.1 class A beta-lactamase TEM-259 [Klebsiella pneumoniae]	PV075185	http://www.ncbi.nlm.nih.gov/nuccore/PV075185?from=1&to=861			A
XOU30652	TEM-260	286	XOU30652.1 class A beta-lactamase TEM-260 [Escherichia coli]	PV075188	http://www.ncbi.nlm.nih.gov/nuccore/PV075188?from=1&to=861			A
XOU30653	TEM-261	286	XOU30653.1 class A beta-lactamase TEM-261 [Providencia stuartii]	PV075189	http://www.ncbi.nlm.nih.gov/nuccore/PV075189?from=1&to=861			A
XOU30654	TEM-262	286	XOU30654.1 class A beta-lactamase TEM-262 [Providencia stuartii]	PV075190	http://www.ncbi.nlm.nih.gov/nuccore/PV075190?from=1&to=861			A
HGW1440919	TEM-263	286	HGW1440919.1 TPA: TEM family class A beta-lactamase [Klebsiella pneumoniae]	DBFPZU010000060	http://www.ncbi.nlm.nih.gov/nuccore/DBFPZU010000060?from=193&to=1053			A
MFL1401494	TEM-264	286	MFL1401494.1 TEM family class A beta-lactamase [Escherichia coli]	JBJJAU010000011	http://www.ncbi.nlm.nih.gov/nuccore/JBJJAU010000011?from=94&to=954			A
XZC91439	TEM-265	286	XZC91439.1 class A beta-lactamase TEM-265 [Escherichia coli]	PX115215	http://www.ncbi.nlm.nih.gov/nuccore/PX115215?from=162&to=1022			A
XZC91440	TEM-266	286	XZC91440.1 class A beta-lactamase TEM-266 [Escherichia coli]	PX115216	http://www.ncbi.nlm.nih.gov/nuccore/PX115216?from=162&to=1022			A
XZC91441	TEM-267	286	XZC91441.1 class A beta-lactamase TEM-267 [Escherichia coli]	PX115217	http://www.ncbi.nlm.nih.gov/nuccore/PX115217?from=162&to=1022			A
XZC91442	TEM-268	286	XZC91442.1 class A beta-lactamase TEM-268 [Escherichia coli]	PX115218	http://www.ncbi.nlm.nih.gov/nuccore/PX115218?from=162&to=1022			A
XZC91443	TEM-269	286	XZC91443.1 class A beta-lactamase TEM-269 [Escherichia coli]	PX115219	http://www.ncbi.nlm.nih.gov/nuccore/PX115219?from=162&to=1022			A
XZC91444	TEM-270	286	XZC91444.1 class A beta-lactamase TEM-270 [Escherichia coli]	PX115220	http://www.ncbi.nlm.nih.gov/nuccore/PX115220?from=162&to=1022			A
XZC91447	TEM-271	286	XZC91447.1 class A beta-lactamase TEM-271 [Escherichia coli]	PX115223	http://www.ncbi.nlm.nih.gov/nuccore/PX115223?from=162&to=1022			A
XZC91448	TEM-272	286	XZC91448.1 class A beta-lactamase TEM-272 [Escherichia coli]	PX115224	http://www.ncbi.nlm.nih.gov/nuccore/PX115224?from=162&to=1022			A
AEQ59620	TEM-P14	251	AEQ59620.1 beta-lactamase TEM-1, partial [Klebsiella pneumoniae]	JF949915	http://www.ncbi.nlm.nih.gov/nuccore/JF949915?from=1&to=754		?	A
AAD45935	TEM-P114	277	AAD45935.1 inhibitor-resistant beta-lactamase, partial [Klebsiella oxytoca]	AF062386	http://www.ncbi.nlm.nih.gov/nuccore/AF062386?from=31&to=862		2br	A
CAA66659	TEM-P116	281	CAA66659.1 beta-lactamase, partial (plasmid) [Pseudomonas aeruginosa]	X98047	http://www.ncbi.nlm.nih.gov/nuccore/X98047?from=1&to=844		2be	A
AAN05028	TEM-P117	261	AAN05028.1 TEM-75 beta-lactamase, partial [Klebsiella pneumoniae]	AY130284	http://www.ncbi.nlm.nih.gov/nuccore/AY130284?from=1&to=785		2be	A
AAN05029	TEM-P118	261	AAN05029.1 TEM-118 beta-lactamase, partial [Klebsiella oxytoca]	AY130285	http://www.ncbi.nlm.nih.gov/nuccore/AY130285?from=1&to=785		2be	A
AAK71474	TEM-P120	278	AAK71474.1 TEM-89 beta-lactamase, partial [Proteus mirabilis]	AY039040	http://www.ncbi.nlm.nih.gov/nuccore/AY039040?from=189&to=1022		2ber	A
AFN69127	TEM-P121	283	AFN69127.1 extended-spectrum beta-lactamase TEM-199, partial [Proteus mirabilis]	JX050178	http://www.ncbi.nlm.nih.gov/nuccore/JX050178?from=1&to=853			A
ACO55655	TER-1	284	ACO55655.1 TER-1 beta-lactamase [Raoultella terrigena]	FJ263091	http://www.ncbi.nlm.nih.gov/nuccore/FJ263091?from=156&to=1010		2b	N ( Raoultella terrigena )
ACO55654	TER-2	284	ACO55654.1 TER-2 beta-lactamase [Raoultella terrigena]	FJ263090	http://www.ncbi.nlm.nih.gov/nuccore/FJ263090?from=156&to=1010		2b	N ( Raoultella terrigena )
ADM26831	TLA-1	301	ADM26831.1 beta-lactamase blaTLA-1 (plasmid) [Escherichia coli]	GU441460	http://www.ncbi.nlm.nih.gov/nuccore/GU441460?from=3220&to=4125			A
KVJ72136	TLA-3	309	KVJ72136.1 class A beta-lactamase [Enterobacter hormaechei subsp. steigerwaltii]	LRJO01000047	http://www.ncbi.nlm.nih.gov/nuccore/LRJO01000047?from=1186&to=2115&strand=2			A
CAG27800	TLA2-1	304	CAG27800.1 extended-spectrum class A beta lactamase (plasmid) [uncultured bacterium]	AJ698325	http://www.ncbi.nlm.nih.gov/nuccore/AJ698325?from=14503&to=15417&strand=2			A
ABD49192	VEB-1	299	ABD49192.1 VEB-1 [Achromobacter xylosoxidans]	DQ393569	http://www.ncbi.nlm.nih.gov/nuccore/DQ393569?from=1955&to=2854		2be	A
AAK29174	VEB-2	299	AAK29174.1 extended-spectrum beta-lactamase VEB-2 [Pseudomonas aeruginosa]	AY027870	http://www.ncbi.nlm.nih.gov/nuccore/AY027870?from=47&to=946		2be	A
ACX94071	VEB-3	299	ACX94071.1 extended-spectrum beta-lactamase (plasmid) [Acinetobacter pittii]	GQ926879	http://www.ncbi.nlm.nih.gov/nuccore/GQ926879?from=5111&to=6010&strand=2		2be	A
ABM54868	VEB-4	299	ABM54868.1 extended-spectrum beta-lactamase VEB-4 [Proteus mirabilis]	EF136375	http://www.ncbi.nlm.nih.gov/nuccore/EF136375?from=1&to=900		2be	A
ABN80430	VEB-5	299	ABN80430.1 extended spectrum beta-lactamase VEB-5 [Escherichia coli]	EF420108	http://www.ncbi.nlm.nih.gov/nuccore/EF420108?from=38&to=937		2be	A
ACA34904	VEB-6	299	ACA34904.1 VEB-6 extended-spectrum beta-lactamase [Proteus mirabilis]	EU259884	http://www.ncbi.nlm.nih.gov/nuccore/EU259884?from=6412&to=7311&strand=2		2be	A
ACO56763	VEB-7	299	ACO56763.1 beta-lactamase VEB-7 [Acinetobacter baumannii]	FJ825622	http://www.ncbi.nlm.nih.gov/nuccore/FJ825622?from=1&to=900		2be	A
AGH33739	VEB-8	299	AGH33739.1 extended-spectrum beta-lactamase VEB-8 [Escherichia coli]	JX679208	http://www.ncbi.nlm.nih.gov/nuccore/JX679208?from=1&to=900		2be	A
KQG27436	VEB-9	299	KQG27436.1 class A beta-lactamase [Acinetobacter baumannii]	LLIK01000044	http://www.ncbi.nlm.nih.gov/nuccore/LLIK01000044?from=282&to=1181		2be	A
AJH76942	VEB-10	299	AJH76942.1 VEB-type ESBL [Proteus mirabilis]	KM983336	http://www.ncbi.nlm.nih.gov/nuccore/KM983336?from=1&to=900		2be	A
AKO63208	VEB-11	299	AKO63208.1 class A beta-lactamase [Pseudomonas aeruginosa]	KP681692	http://www.ncbi.nlm.nih.gov/nuccore/KP681692?from=1&to=900		2be	A
AKO63209	VEB-12	299	AKO63209.1 class A beta-lactamase [Pseudomonas aeruginosa]	KP681693	http://www.ncbi.nlm.nih.gov/nuccore/KP681693?from=1&to=900		2be	A
ALB25884	VEB-13	299	ALB25884.1 class A beta-lactamase VEB-13 [Pseudomonas aeruginosa]	KR021283	http://www.ncbi.nlm.nih.gov/nuccore/KR021283?from=1&to=900		2be	A
ALB25885	VEB-14	298	ALB25885.1 class A beta-lactamase VEB-14 [Pseudomonas aeruginosa]	KR021284	http://www.ncbi.nlm.nih.gov/nuccore/KR021284?from=1&to=897		2be	A
ALB25886	VEB-15	299	ALB25886.1 class A beta-lactamase VEB-15 [Escherichia coli]	KR021285	http://www.ncbi.nlm.nih.gov/nuccore/KR021285?from=1&to=900		2be	A
AAK14294	VEB-16	299	AAK14294.1 extended spectrum beta-lactamase VEB-1b [Pseudomonas aeruginosa]	AF324834	http://www.ncbi.nlm.nih.gov/nuccore/AF324834?from=1&to=900		2be	A
AMJ32272	VEB-17	299	AMJ32272.1 class A beta-lactamase VEB-17 [Escherichia coli]	KU686219	http://www.ncbi.nlm.nih.gov/nuccore/KU686219?from=1&to=900		2be	A
ANU78819	VEB-18	299	ANU78819.1 class A extended-spectrum beta-lactamase VEB-18 (plasmid) [Vibrio parahaemolyticus]	KX539265	http://www.ncbi.nlm.nih.gov/nuccore/KX539265?from=2976&to=3875			A
ASC62380	VEB-19	299	ASC62380.1 class A extended-spectrum beta-lactamase VEB-19 [Escherichia coli]	KY997187	http://www.ncbi.nlm.nih.gov/nuccore/KY997187?from=1&to=900			A
AXH79873	VEB-20	299	AXH79873.1 class A extended-spectrum beta-lactamase VEB-20 [Pseudomonas aeruginosa]	MG717453	http://www.ncbi.nlm.nih.gov/nuccore/MG717453?from=1&to=900			A
AXH79874	VEB-21	299	AXH79874.1 class A extended-spectrum beta-lactamase VEB-21 [Acinetobacter baumannii]	MG717454	http://www.ncbi.nlm.nih.gov/nuccore/MG717454?from=1&to=900			A
QDQ43383	VEB-22	299	QDQ43383.1 class A extended-spectrum beta-lactamase VEB-22 [Pseudomonas aeruginosa]	MN201581	http://www.ncbi.nlm.nih.gov/nuccore/MN201581?from=1&to=900			A
QGN18751	VEB-23	299	QGN18751.1 class A extended-spectrum beta-lactamase VEB-23 [Enterobacter cloacae]	MN715316	http://www.ncbi.nlm.nih.gov/nuccore/MN715316?from=1&to=900			A
QGN18752	VEB-24	299	QGN18752.1 inhibitor-resistant class A extended-spectrum beta-lactamase VEB-24 [Providencia rettgeri]	MN715317	http://www.ncbi.nlm.nih.gov/nuccore/MN715317?from=1&to=900			A
NCI67659	VEB-25	299	NCI67659.1 VEB family class A extended-spectrum beta-lactamase (plasmid) [Escherichia coli]	WUBG01000048	http://www.ncbi.nlm.nih.gov/nuccore/WUBG01000048?from=169&to=1068			A
QKV50749	VEB-26	299	QKV50749.1 class A extended-spectrum beta-lactamase VEB-26 [Serratia marcescens]	MT614293	http://www.ncbi.nlm.nih.gov/nuccore/MT614293?from=1&to=900			A
QNG62078	VEB-27	299	QNG62078.1 inhibitor-resistant class A extended-spectrum beta-lactamase VEB-27 [Providencia stuartii]	MT872419	http://www.ncbi.nlm.nih.gov/nuccore/MT872419?from=1&to=900			A
QRV13259	VEB-28	299	QRV13259.1 class A extended-spectrum beta-lactamase VEB-28 [Aeromonas veronii]	MW598511	http://www.ncbi.nlm.nih.gov/nuccore/MW598511?from=1&to=900			A
QWO25673	VEB-29	299	QWO25673.1 class A extended-spectrum beta-lactamase VEB-29 [Proteus mirabilis]	MZ359765	http://www.ncbi.nlm.nih.gov/nuccore/MZ359765?from=1&to=900			A
QWT89343	VEB-30	299	QWT89343.1 class A extended-spectrum beta-lactamase VEB-30 [Proteus mirabilis]	MZ394841	http://www.ncbi.nlm.nih.gov/nuccore/MZ394841?from=1&to=900			A
UUU46289	VEB-31	299	UUU46289.1 extended-spectrum class A beta-lactamase VEB-31 [Klebsiella pneumoniae]	OP171927	http://www.ncbi.nlm.nih.gov/nuccore/OP171927?from=1&to=900			A
APJ15486	VEB-32	299	APJ15486.1 hypothetical protein BOQ57_11405 [Aeromonas hydrophila]	CP018201	http://www.ncbi.nlm.nih.gov/nuccore/CP018201?from=2426965&to=2427864&strand=2			A
BEV74468	VEB-33	299	BEV74468.1 class A extended-spectrum beta-lactamase [Aeromonas veronii]	LC794540	http://www.ncbi.nlm.nih.gov/nuccore/LC794540?from=1&to=900			A
WVW91708	VEB-34	299	WVW91708.1 extended-spectrum class A beta-lactamase VEB-34 [Acinetobacter variabilis]	PP328955	http://www.ncbi.nlm.nih.gov/nuccore/PP328955?from=1&to=900			A
XHO32907	VEB-35	299	XHO32907.1 extended-spectrum class A beta-lactamase VEB-35 [Providencia rettgeri]	PQ394564	http://www.ncbi.nlm.nih.gov/nuccore/PQ394564?from=1&to=900			A
XHO32908	VEB-36	299	XHO32908.1 extended-spectrum class A beta-lactamase VEB-36 [Escherichia coli]	PQ394565	http://www.ncbi.nlm.nih.gov/nuccore/PQ394565?from=1&to=900			A
XHO32909	VEB-37	299	XHO32909.1 extended-spectrum class A beta-lactamase VEB-37 [Proteus mirabilis]	PQ394566	http://www.ncbi.nlm.nih.gov/nuccore/PQ394566?from=1&to=900			A
XHO32910	VEB-38	299	XHO32910.1 extended-spectrum class A beta-lactamase VEB-38 [Proteus mirabilis]	PQ394567	http://www.ncbi.nlm.nih.gov/nuccore/PQ394567?from=1&to=900			A
XHO32911	VEB-39	299	XHO32911.1 extended-spectrum class A beta-lactamase VEB-39 [Pseudomonas aeruginosa]	PQ394568	http://www.ncbi.nlm.nih.gov/nuccore/PQ394568?from=1&to=900			A
XOU30560	VEB-40	299	XOU30560.1 extended-spectrum class A beta-lactamase VEB-40 [Pseudomonas aeruginosa]	PV075093	http://www.ncbi.nlm.nih.gov/nuccore/PV075093?from=1&to=900			A
XZC91450	VEB-42	298	XZC91450.1 extended-spectrum class A beta-lactamase VEB-42 [Pseudomonas aeruginosa]	PX132083	http://www.ncbi.nlm.nih.gov/nuccore/PX132083?from=1&to=897			A
AFD62905	VDA-A-1	283	AFD62905.1 beta-lactamase protein [Vibrio alginolyticus]	JQ085426	http://www.ncbi.nlm.nih.gov/nuccore/JQ085426?from=688&to=1539			N ( Vibrio alginolyticus KV3)
KJY90698	VDA-A-2	283	KJY90698.1 beta-lactamase [Vibrio neptunius]	JXXU01000026	http://www.ncbi.nlm.nih.gov/nuccore/JXXU01000026?from=7391&to=8242			N ( Vibrio neptunius S2394)
ALU63998	VCC-1	284	ALU63998.1 blaVCC-1 [Vibrio cholerae]	KT818596	http://www.ncbi.nlm.nih.gov/nuccore/KT818596?from=6343&to=7197			A
AAF23817	VDA-H-1	283	AAF23817.1 beta-lactamase [Vibrio harveyi]	AF217649	http://www.ncbi.nlm.nih.gov/nuccore/AF217649?from=134&to=985			N ( Vibrio harveyi HB3)
AAF23816	VDA-H-2	290	AAF23816.1 beta-lactamase [Vibrio harveyi]	AF217648	http://www.ncbi.nlm.nih.gov/nuccore/AF217648?from=133&to=1005			N ( Vibrio harveyi W3B)
AAC43036	XCC-1	295	AAC43036.1 beta-lactamase [Xanthomonas campestris pv. campestris]	AF091319	http://www.ncbi.nlm.nih.gov/nuccore/AF091319?from=224&to=1111			N ( Xanthomonas campestris pv. Campestris Xc11)
